 Reference Number,  Created Date,"Consumer Address, City","Consumer Address, State Code",Company Name,"Company Phone, Area Code","Company Phone, Number","Company Phone, Extension",Complaint Info Initial Contact Method,Complaint Info Product Service Code
49690988,11/21/2013,San Jose,CA,IRS,408,2458741,,Phone,9043
49691197,11/21/2013,Laurel,MS,IRS,585,3760758,,Phone Call: Mobile/Cell,9043
49691284,11/21/2013,Sterling,VA,IRS,716,3357766,,Phone Call: Mobile/Cell,9043
49691337,11/21/2013,Mont Clair|Mont Clair,NJ|NJ,IRS,646,9293250,,Phone Call: Landline,9043
49691396,11/21/2013,Carrollton,TX,IRS,415,4848569,,,9043
49691609,11/21/2013,San Juan Capistrano,CA,IRS,949,9546059,,Phone Call: Mobile/Cell,9043
49691639,11/21/2013,Wilmington,DE,IRS,415,6623406,,Phone Call: Landline,9043
49691805,11/22/2013,,,scamsters reporting as IRS ageny,530,3802641,,,9043
49691806,11/22/2013,,,IRS,530,3776497,,Phone Call: Landline,9043
49691822,11/22/2013,London ,,IRS,,,,Phone Call: Landline,9043
49692621,11/22/2013,Allen,TX,IRS,585,4660174,,Phone Call: Landline,9043
49692637,11/22/2013,houston,TX,IRS,716,3357766,,Phone Call: Landline,9043
49692685,11/22/2013,Staten island|Staten island,NY|,IRS,806,4028437,,Phone,9043
49692739,11/22/2013,Quincy,MA,IRS,530,5672511,,Phone Call: Landline,9043
49692756,11/22/2013,,NY,IRS,,,,,9043
49692874,11/22/2013,,MA,IRS,415,4848569,,Phone Call: Landline,9043
49692919,11/22/2013,Hanover Park,IL,IRS,202,6576200,,Phone Call: Landline,9043
49693040,11/22/2013,,,IRS,855,5352499,,Phone Call: Landline,9043
49693220,11/23/2013,Garfield,NJ,IRS,855,5473676,,Phone Call: Landline,9043
49693299,11/23/2013,Crownsville,MD,IRS,585,2058208,121,Phone Call: Landline,9043
49719273,11/22/2013,Rochester,NY,IRS,530,3348169,,Phone,9043
49719299,11/22/2013,Anaheim,CA,IRS,716,3357766,,Phone Call: Mobile/Cell,9043
49719346,11/22/2013,RoundRock,TX,IRS,530,3802641,,Phone Call: Landline,9043
49719357,11/22/2013,Jersey City,NJ,IRS,646,7510004,,Phone Call: Landline,9043
49719370,11/22/2013,Centreville,VA,IRS,347,5597963,,Phone Call: Landline,9043
49719376,11/22/2013,Columbia,NJ,IRS,347,6710322,,Phone Call: Landline,9043
49719452,11/22/2013,,OH,Fake IRS,415,6917195,,Phone Call: Landline,9043
49719553,11/22/2013,Duluth,GA,IRS,415,6908134,,Phone Call: Landline,9043
49719801,11/22/2013,Nevada City,CA,IRS Fraud Department,202,9050690,,Phone Call: Landline,9043
49719844,11/22/2013,,,IRS,716,3626078,,Phone Call: Landline,9043
49719877,11/22/2013,Tampa,FL,IRS Investigative Services,347,5597963,,Phone Call: Landline,9043
49720059,11/22/2013,,TX,IRS,202,9050690,,Phone Call: Landline,9043
49724106,11/25/2013,Darien,IL,IRS,716,3357766,,Phone Call: Mobile/Cell,9043
49724190,11/25/2013,Powhatan Point,OH,IRS,805,5706779,,Phone Call: Landline,9043
49724214,11/25/2013,Conway,SC,IRS,,,,Phone Call: Landline,9043
49724242,11/25/2013,Phoenix,AZ,IRS,202,2040484,,Phone Call: Landline,9043
49724317,11/25/2013,Ormond Beach,FL,IRS,530,3802641,,Phone Call: Landline,9043
49724343,11/25/2013,Boston,MA,Internal Revenue Service,,,,Phone Call: Landline,9043
49724429,11/25/2013,Pinckney,MI,IRS,485,4660174,,Phone Call: Landline,9043
49724543,11/25/2013,,,INTERNAL REVENUE SERVICE,202,2040484,,,9043
49724573,11/25/2013,Rochester,NY,IRS,530,3802641,,,9043
49728724,11/22/2013,San Diego,CA,IRS,530,2385813,,Phone Call: Landline,9043
49728827,11/22/2013,,,IRS ,585,2058208,,Phone Call: Mobile/Cell,9043
49728955,11/22/2013,Wichita,KS,IRS,530,3776497,,Phone,9043
49729013,11/22/2013,Fremont,CA,IRS,,,,Phone Call: Mobile/Cell,9043
49729173,11/23/2013,Valencia,CA,CLAIM TO BE IRS,347,5597963,,Phone Call: Landline,9043
49729188,11/23/2013,Toms River,NJ,IRS,530,3348169,,Phone Call: Landline,9043
49729219,11/23/2013,San Jose,CA,Internal Revenue Service,530,3802641,,Phone Call: Landline,9043
49729656,11/25/2013,Langhorne,PA,IRS,347,7229061,,Phone Call: Landline,9043
49729688,11/25/2013,Dewitt|Dewitt,NY|NY,IRS,585,2058208,,Phone Call: Landline,9043
49729691,11/25/2013,Gasburg,VA,IRS|United Nations|Oliver Ridley,202|202|,2415405|2397294|,||,Phone Call: Mobile/Cell,9043
49746576,11/25/2013,Douglasville|Douglasville,GA|GA,IRS|Officer Jeff Robinson,|,|64699466,|,Phone,9043
49746706,11/25/2013,Ft Wayne,IN,IRS|Steven Johnson|Jeffry Vega-Chacon|Better Business Bureau,516|305||,3072937|7125386||,|||,Phone Call: Landline,9043
49747039,11/25/2013,Henderson,NV,IRS,347,9267028,,Phone,9043
49747394,11/25/2013,Houston|Houston,TX|TX,IRS,800,8291040,,Phone Call: Landline,9043
49749959,11/25/2013,Lake Sherwood,CA,IRS,716,3626078,,Phone Call: Landline,9043
49750031,11/25/2013,Phoenix,AZ,IRS,713,5104570,,Phone,9043
49750053,11/25/2013,Columbus,IN,IRS,,,,,9043
49750061,11/25/2013,Los Angeles,CA,IRS Law Firm,,,,Phone Call: Mobile/Cell,9043
49750073,11/25/2013,Cape Coral,FL,IRS / Investigative Div|IRS Technical Dept,347|,5597963|,|,,9043
49750086,11/25/2013,Sacramento,CA,IRS,410,5674117,,,9043
49750091,11/25/2013,,,Internal Revenue Service,585,2058280,,Phone Call: Landline,9043
49750523,11/25/2013,York,PA,IRS,202,9050690,,Phone Call: Landline,9043
49750646,11/25/2013,New York,NY,Unknown (Claimed IRS),415,6908134,,Phone Call: Landline,9043
49750701,11/25/2013,San Jose,CA,IRS,530,3776497,,Phone,9043
49750728,11/25/2013,Kennesaw,GA,IRS,415,6628528,,Phone,9043
49750785,11/25/2013,Briarwood,NY,IRS,800,8291040,,Phone Call: Landline,9043
49750800,11/25/2013,Long Beach,CA,IRS,415,4848569,,Phone Call: Landline,9043
49755970,11/25/2013,Hopewell,VA,“Investigations Bureau” of IRS,347,5597963,,Phone Call: Landline,9043
49756009,11/25/2013,Kaneoheoe,HI,IRS,530,3348169,,Phone Call: Landline,9043
49756156,11/25/2013,Irving,TX,IRS,347,5597963,,Phone Call: Landline,9043
49756309,11/26/2013,Pittsford,NY,IRS,347,5597963,,Phone Call: Landline,9043
49756363,11/26/2013,Somerset,NJ,Unknown (Represented the Internal Revenue Services),585,3760758,,Phone Call: Landline,9043
49756387,11/26/2013,Sterling Heights,MI,IRS,530,3802641,,Phone Call: Landline,9043
49756402,11/26/2013,Indianapolis,IN,IRS,585,4660174,,Phone Call: Landline,9043
49756460,11/26/2013,Cary,NC,IRS,202,8009967,,Phone Call: Landline,9043
49756464,11/26/2013,Palm Bay,FL,IRS,415,4848569,,Phone Call: Landline,9043
49756491,11/26/2013,DECATUR,FL,IRS Andover Central Tax Payer Advocate,,,,Mail,9043
49756496,11/26/2013,,NJ,IRS,347,5597963,,,9043
49756662,11/26/2013,Bowling Book,IL,IRS Agent,202,6706982,,Phone,9043
49756665,11/26/2013,|Johnstown,|PA,Internal Revenue Service’s,530,3802641,,Phone,9043
49756838,11/26/2013,Madison|Madison,WI|WI,IRS,,,,Phone Call: Landline,9043
49756845,11/26/2013,,,IRS,,,,Phone Call: Landline,9043
49756847,11/26/2013,Hammond|Hammond,OR|OR,IRS,415,6917195,,Phone Call: Mobile/Cell,9043
49767907,11/26/2013,W Orange,NJ,IRS,415,6623406,,Phone Call: Landline,9043
49767915,11/26/2013,Lancaster,MA,IRS,817,4007284,,Phone Call: Mobile/Cell,9043
49768035,11/26/2013,Skillman,NJ,IRS,202,8009967,,Phone,9043
49768048,11/26/2013,Wellington,FL,IRS,415,6628387,,Phone Call: Mobile/Cell,9043
49768059,11/26/2013,Duluth,MN,IRS,585,4660174,,Phone,9043
49768082,11/26/2013,North Port,MS,IRS,530,3348169,,Phone Call: Landline,9043
49768091,11/26/2013,Indianapolis,IN,IRS,585,4660174,,Phone,9043
49768202,11/26/2013,Barboursville,WV,IRS,716,3200319,,Phone,9043
49768267,11/26/2013,VA BEACH,VA,IRS,202,8083655,,Phone Call: Mobile/Cell,9043
49768435,11/26/2013,Glendale Heights,IL,IRS,716,3357766,,Phone Call: Landline,9043
49768555,11/26/2013,Charlotte,NC,IRS,415,8431151,,Phone Call: Landline,9043
49768666,11/26/2013,Edison,NJ,IRS,202,8009952,,Phone Call: Landline,9043
49768731,11/26/2013,Germantown,TN,IRS Criminal Investigation Department,646,9294626,,Phone Call: Landline,9043
49773264,11/26/2013,Ashland|Ashland,MS|,IRS,818,8139025,,Phone Call: Mobile/Cell,9043
49773533,11/26/2013,Baldswinsville,NY,IRS,415,4848569,,Phone Call: Mobile/Cell,9043
49773620,11/26/2013,,,IRS,530,3802641,,Phone Call: Landline,9043
49773641,11/26/2013,Lindenhurst,NY,irs,716,9805039,,Phone Call: Landline,9043
49773857,11/26/2013,Glendale|Belmont,AZ|CA,IRS,415,4848569,,Phone Call: Landline,9043
49773938,11/26/2013,Newark,DE,IRS,716,3626078,,Phone Call: Landline,9043
49773959,11/26/2013,Quincy,MA,Internal Revenue Service,585,3760758,,Phone Call: Landline,9043
49773978,11/26/2013,,,Claimed to be IRS,530,3776497,,,9043
49780407,11/26/2013,Huntsville|Huntsville,NC|NC,IRS,202,8009967,,Phone Call: Landline,9043
49780536,11/26/2013,El Cajon,CA,IRS,347,9831732,,Phone Call: Mobile/Cell,9043
49780804,11/27/2013,,,IRS Phone Scam,716,9805039,,,9043
49780913,11/27/2013,Jersey City,NJ,IRS,202,8083655,,Phone Call: Landline,9043
49780960,11/27/2013,Lexington Park,MD,IRS,202,8083655,,Phone Call: Landline,9043
49780963,11/27/2013,Charlotte,NC,IRS,646,9294626,,Phone Call: Landline,9043
49781039,11/27/2013,Miami Shores|Miami Shores,FL|,IRS,415,6908134,,Phone Call: Landline,9043
49781055,11/27/2013,Brooklyn,NY,IRS,800,8291040,,Phone Call: Mobile/Cell,9043
49781062,11/27/2013,Dodgham,MA,IRS,415,4848569,,Phone,9043
49781172,11/27/2013,Semi Valley,CA,IRS,347,5597963,,Unknown,9043
49781205,11/27/2013,Mechanic Falls,ME,IRS phone scam,530,3776498,,Phone Call: Landline,9043
49781241,11/27/2013,Streamwood,IL,IRS,585,4660174,,Unknown,9043
49781315,11/27/2013,Hanover,MA,IRS,,011420206,,Phone Call: Landline,9043
49786893,11/27/2013,Newark,DE,IRS,530,3348169,,Phone Call: Landline,9043
49786904,11/27/2013,Cambridge,MA,IRS,585,4660174,,Phone Call: Landline,9043
49786973,11/27/2013,Ridgefield,CT,IRS,631,7313657,,Phone,9043
49787048,11/27/2013,Scottsdale,AZ,IRS,602,5428146,,Phone Call: Landline,9043
49787053,11/27/2013,Phoenix,AZ,IRS,415,6917195,,Phone Call: Landline,9043
49787079,11/27/2013,Norkfolk,VA,IRS,347,5597963,,Phone Call: Landline,9043
49787209,11/27/2013,Manchester|Manchester,CT|CT,IRS,530,3776498,,Phone Call: Mobile/Cell,9043
49787337,11/27/2013,Baltimore,MD,IRS,347,5597963,,Phone Call: Landline,9043
49787452,11/27/2013,Charlotte,NC,IRS,585,2058208,,Phone Call: Mobile/Cell,9043
49787483,11/27/2013,Burr Ridge,IL,IRS,888,2230817,,Phone Call: Landline,9043
49787549,11/27/2013,Lincoln,NE,IRS,585,2058208,,Phone Call: Landline,9043
49787582,11/27/2013,Albany|Schenectady,NY|NY,Internal Revenue Service,716,3626078,,Phone,9043
49787628,11/27/2013,Charlotte,NC,IRS,585,2058208,,Phone Call: Landline,9043
49787633,11/27/2013,,,IRS SCAM,202,8083655,,,9043
49787732,11/27/2013,Battle Creek,MI,IRS,415,8451151,,Phone Call: Landline,9043
49787748,11/27/2013,Victorville,CA,IRS,530,3802641,,Phone Call: Landline,9043
49787762,11/27/2013,Pembroke,MA,IRS,415,8431151,,Phone Call: Landline,9043
49787820,11/27/2013,Brookings,OR,IRS,202,8083655,,Phone Call: Landline,9043
49787858,11/27/2013,Reisterstown,MD,suggested that they were from IRS,,,,Phone Call: Landline,9043
49795328,11/27/2013,,CA,IRS,,,,,9043
49795404,11/27/2013,Ridgewood,NJ,IRS,415,4848569,,Phone Call: Landline,9043
49795441,11/27/2013,Fairfax,VA,Claimed to be from the IRS,415,4848569,,Phone Call: Landline,9043
49795557,11/27/2013,,IN,Internal Revenue Service,415,4842132,,Phone Call: Landline,9043
49795643,11/27/2013,Burtonsville,MD,IRS,347,5597963,,Phone Call: Landline,9043
49795693,11/27/2013,Dearborn,MI,IRS,800,8291040,,Phone Call: Landline,9043
49795794,11/27/2013,Warren,MI,IRS,416,3641111,,Phone Call: Landline,9043
49795817,11/27/2013,Leroy|Leroy,NY|NY,IRS,530,3348169,,Phone Call: Landline,9043
49795825,11/27/2013,Charlotte,NC,IRS,415,6908134,,Phone,9043
49795969,11/27/2013,,,IRS Telephone Scam,,,,Phone Call: Landline,9043
49796067,11/28/2013,,,IRS,415,6917195,,,9043
49796129,11/28/2013,,,IRS Phone Scam,415,4848569,,,9043
49796209,11/29/2013,Morocco,IN,IRS,415,6908134,,Phone Call: Landline,9043
49796224,11/29/2013,,,irs,347,5597963,,Phone Call: Landline,9043
49798212,11/27/2013,Pittsburgh,PA,IRS (they said) - this was an IRS phone scam,716,7038917,,Phone Call: Landline,9043
49798336,11/28/2013,Port St Lucie,FL,IRS,347,5597963,,Phone Call: Landline,9043
49798461,11/29/2013,Fairview Park,OH,claimed to be the IRS,415,6917195,,,9043
49798488,11/29/2013,Baltimore,MD,IRS,451,8431151,,Phone Call: Landline,9043
49798614,11/29/2013,,CA,IRS Department Attorney Revenue Service,585,6760758,,Phone Call: Landline,9043
49798737,11/29/2013,Valrico|Valrico,FL|,IRS,530,3802641,,Phone Call: Landline,9043
49798851,11/29/2013,Pittsburg|Princeton,MA|MA,IRS,347,5597963,,Phone Call: Landline,9043
49798937,11/29/2013,Portland,OR,IRS,980,2632956,,Phone Call: Landline,9043
49798949,11/29/2013,Nesconset,NY,IRS,,,,Phone Call: Landline,9043
49798968,11/29/2013,Burr Ridge,IL,IRS,202,8009952,,Phone Call: Mobile/Cell,9043
49798982,11/29/2013,San Mateo,CA,Internal Revenue Service,585,4660174,,Phone Call: Landline,9043
49816756,11/29/2013,,,IRS,,,,Phone Call: Landline,9043
49816807,11/29/2013,Stroudsburg,PA,IRS,585,3760812,,,9043
49816923,11/29/2013,,,IRS,888,2230817,,Phone Call: Landline,9043
49816984,11/29/2013,Malvern|Malvern,PA|,IRS,347,5597963,,Phone Call: Mobile/Cell,9043
49817048,11/29/2013,Oak Harbor|Oak Harbor,WA|WA,IRS,585,3760758,,Phone Call: Landline,9043
49817078,11/29/2013,Carrollton,TX,IRS,347,3421797,,Phone Call: Landline,9043
49817084,11/29/2013,,,Claimed to be IRS,585,4660174,,,9043
49817191,11/29/2013,New York,NY,IRS,347,5997963,,Phone Call: Mobile/Cell,9043
49817443,11/30/2013,,OR,IRS,415,6908134,,Phone Call: Landline,9043
49817484,11/30/2013,El Paso,TX,Unknown (stated was IRS),585,4660174,,Phone Call: Landline,9043
49817526,11/30/2013,,IL,IRS,347,3421797,,Phone Call: Mobile/Cell,9043
49817612,12/01/2013,Pennsville,NJ,IRS scam,,5853,,Phone Call: Landline,9043
49826012,12/01/2013,Newport Beach,CA,Claimed to be the IRS,415,6908134,,Phone Call: Landline,9043
49826071,12/01/2013,Los Alamitos,CA,IRS,415,4848569,,Phone Call: Landline,9043
49826189,12/02/2013,,,IRS,347,5597963,,Phone Call: Landline,9043
49826333,12/02/2013,,,IRS,585,4660174,,Phone Call: Landline,9043
49826343,12/02/2013,La Porte,IN,IRS|claimed to be IRS,530|815,3776498|6878515,|,Phone Call: Landline,9043
49826363,12/02/2013,,,IRS Tribunal/Legal Dept,,,,Internet/E-mail,9043
49826452,12/02/2013,Bethlehem,PA,IRS,530,3348169,,Phone Call: Landline,9043
49826603,12/02/2013,South Haven,MS,IRS Agent,585,2058208,,Phone,9043
49826638,12/02/2013,,,IRS|Department of Legal Affairs,347|,9267028|,|,Phone Call: Landline,9043
49831985,12/02/2013,,MA,IRS,,,,Phone Call: Landline,9043
49832010,12/02/2013,Scarsdale|Scarsdale,NY|NY,IRS,530,3348169,,Phone Call: Landline,9043
49832110,12/02/2013,Dallas,TX,IRS,415,8431151,,Phone Call: Landline,9043
49832132,12/02/2013,Jericho,NY,IRS,347,5597963,,Phone Call: Landline,9043
49832218,12/02/2013,Rancho Palos Verdes|Rancho Palos Verdes,CA|CA,IRS,415,6628387,,Phone,9043
49832243,12/02/2013,Sacramento,CA,IRS Criminal Internal Invesgation,202,8083722,,Phone Call: Landline,9043
49832248,12/02/2013,Lansdale,PA,IRS,530,3776497,,Phone,9043
49832262,12/02/2013,New Castle,DE,IRS,530,3776497,,Phone Call: Landline,9043
49832301,12/02/2013,Tchula,MS,IRS,217,8854007,,Phone Call: Landline,9043
49832533,12/02/2013,N. Attleboro|N. Attleboro,MA|MA,IRS,530,3802641,,Phone Call: Landline,9043
49832592,12/02/2013,,CA,IRS,,,,Mobile: Text/Email/IM,9043
49832769,12/02/2013,Jacksonville,FL,IRS,530,3776718,,Phone Call: Landline,9043
49837946,12/02/2013,Woodbridge,VA,IRS,530,3348169,,Phone Call: Landline,9043
49837975,12/02/2013,Melrose|Melrose,MA|MA,IRS,530,3348169,,Phone,9043
49838251,12/02/2013,Cypress,CA,IRS,347,6710323,,Phone,9043
49838336,12/02/2013,,NY,IRS Telephone Scam,585,2058208,,Phone Call: Landline,9043
49838432,12/02/2013,Belchertown,MA,IRS,585,4446226,,Phone,9043
49838639,12/02/2013,Fountain Inn,SC,IRS,530,3776497,,Phone Call: Landline,9043
49838651,12/02/2013,Phoenix,AZ,IRS,415,6628387,,Phone,9043
49838740,12/02/2013,Winter Garden,FL,Internal Revenue Service,530,3776498,,Phone Call: Landline,9043
49838800,12/02/2013,Santa Clara,CA,IRS,347,5597963,,Phone Call: Mobile/Cell,9043
49851648,12/02/2013,Eaton,OH,IRS,585,2058208,,Phone Call: Landline,9043
49851693,12/02/2013,Pueblo|Pueblo,CO|CO,IRS,530,3776497,,Phone Call: Landline,9043
49852323,12/02/2013,San Francisco,CA,IRS ,347,5597963,,Phone Call: Landline,9043
49852399,12/03/2013,,,IRS (as shown in caller ID),800,8291040,,Phone Call: Landline,9043
49852406,12/03/2013,Chelmsford,MA,IRS,530,3776497,,Phone Call: Landline,9043
49852463,12/03/2013,Missouri City,TX,IRS,585,2058028,,Phone Call: Mobile/Cell,9043
49858256,12/02/2013,El Cajon,CA,IRS,530,3802641,,Phone Call: Landline,9043
49858593,12/03/2013,Bull Shoals,AR,IRS,417,3533712,,Phone,9043
49858630,12/03/2013,Lewisville,TX,IRS,202,3910973,,Phone Call: Mobile/Cell,9043
49858768,12/03/2013,Memphis,TN,IRS,415,6917195,,Phone Call: Landline,9043
49858788,12/03/2013,Santa Ana,CA,IRS,716,2063218,,Phone Call: Mobile/Cell,9043
49858812,12/03/2013,,,IRS,415,6908134,,Phone,9043
49858822,12/03/2013,Charlotte,NC,IRS Litigation Department,415,6908134,,Phone Call: Landline,9043
49858839,12/03/2013,Hudson,WI,IRS,876,8214785,,Phone,9043
49858874,12/03/2013,Beloit,WI,IRS,202,4172021,,Phone Call: Mobile/Cell,9043
49858937,12/03/2013,Verona,WI,IRS,800,8291040,,Phone Call: Landline,9043
49859035,12/03/2013,Youngstown,OH,IRS,530,3776498,,Phone Call: Landline,9043
49863893,12/03/2013,Stanford,CT,IRS,800,8297650,,Phone Call: Landline,9043
49864012,12/03/2013,Walnut Creek,CA,IRS,585,2058208,,Phone,9043
49864080,12/03/2013,Lincoln Park,MI,IRS,716,7919036,,Phone Call: Landline,9043
49864085,12/03/2013,Hamilton,OH,IRS,800,8297650,,Phone Call: Mobile/Cell,9043
49864099,12/03/2013,S Richmond Hills,NY,IRS,716,7919074,,Phone Call: Mobile/Cell,9043
49864543,12/03/2013,Diamond Bar,CA,IRS,530,3776498,,Phone,9043
49864762,12/03/2013,New Hyde Park,NY,IRS,716,9805039,,Phone Call: Landline,9043
49875307,12/03/2013,Queens,NY,IRS,415,6908134,,Phone Call: Landline,9043
49875316,12/03/2013,,,Internal Revenue Service Department of the IRS,347,5597963,,Phone Call: Landline,9043
49875435,12/03/2013,New Boston,MI,IRS,530,2385813,,Phone Call: Landline,9043
49875489,12/03/2013,El Cajon,CA,IRS,415,6917195,,Phone Call: Landline,9043
49875641,12/03/2013,,GA,IRS scam,585,2058208,125,Phone Call: Landline,9043
49875896,12/04/2013,Virginia Beach,VA,IRS,585,4660174,,Phone Call: Landline,9043
49876000,12/04/2013,Woodbridge,VA,IRS,202,3910973,,Phone Call: Landline,9043
49876051,12/04/2013,Queenstown,MD,IRS,415,8431151,,Phone,9043
49876111,12/04/2013,West Chester,PA,IRS,530,3776498,,Phone Call: Landline,9043
49876217,12/04/2013,Denver,CO,IRS,530,3776497,,Phone Call: Landline,9043
49876241,12/04/2013,Seattle,WA,IRS,530,3776498,,Phone Call: Landline,9043|9001
49880891,12/03/2013,Waterford Works,NJ,Internal Revenue Investigative Service,585,2058208,,Phone,9043
49880998,12/03/2013,Gastonia,NC,IRS,415,6908134,,Phone Call: Landline,9043
49881159,12/03/2013,,OH,claimed to be IRS,585,4660174,,Phone Call: Landline,9043
49881213,12/04/2013,,NY,IRS,,,,Phone Call: Mobile/Cell,9043
49881278,12/04/2013,Canton,GA,Internal Revenue Service,530,3802641,,,9043
49881319,12/04/2013,Arlington,TX,IRS,716,7919074,,Phone,9043
49881443,12/04/2013,Bay Side,NY,IRS,352,3631566,,Phone Call: Landline,9043
49881679,12/04/2013,Southampton,NJ,IRS,415,6628287,,Phone,9001|9043
49881722,12/04/2013,Studio City,CA,IRS,415,8431151,,Phone,9043
49886997,12/04/2013,Ashville,NC,IRS Criminal Investigation Dept,415,4848569,,Phone Call: Landline,9043
49886999,12/04/2013,Elk Grove,CA,IRS,202,5009956,,Phone Call: Landline,9043
49887070,12/04/2013,,CA,IRS,352,3631566,,Phone Call: Landline,9043
49887237,12/04/2013,New Windsor,NY,IRS,352,3631566,,Phone Call: Landline,9043
49887411,12/04/2013,Tuson|Santa Fe,AZ|NM,IRS,207,8098650,,Phone Call: Landline,2142|9043
49887461,12/04/2013,,,IRS,716,9805039,,Phone Call: Landline,9043
49887497,12/04/2013,,,IRS Dept of Invesgation of NJ,848,4806577,,Phone Call: Landline,9043
49887504,12/04/2013,Naperville,IL,IRS,630,6371124,,Phone Call: Landline,9043
49887533,12/04/2013,Tucson,AZ,IRS,415,6917195,,Phone Call: Landline,9043
49887550,12/04/2013,East Windsor,NJ,IRS,202,3910973,,Phone Call: Landline,9043
49887551,12/04/2013,New  York,NY,IRS,202,2040482,,Phone,9043
49887553,12/04/2013,Jersey City,NJ,IRS,530,3776498,,I Initiated Contact,9043
49887566,12/04/2013,Woodland,CA,Unknown - IRS telephone scam,530,3802641,,Phone Call: Landline,9043
49887787,12/04/2013,Patomic,MD,IRS,202,2040482,,Phone,9043
49894630,12/04/2013,Somerville,MA,"Internal Revenue Service, supposedly",585,2058202,,Phone Call: Landline,9043
49894646,12/04/2013,Las Vegas,NV,IRS,716,9805039,,Phone,9043
49894650,12/04/2013,Littleton,CO,IRS,716,9805039,,Phone,9043
49894727,12/04/2013,Forth Worth,TX,IRS,585,4660174,,Phone Call: Landline,9043
49894734,12/04/2013,,,Internal Revenue Service,352,3631566,,Phone Call: Landline,9043
49894801,12/04/2013,Ft Worth,TX,IRS,585,4660174,,Phone Call: Landline,9043
49894859,12/04/2013,,MA,Internal Revenue Service,415,2517622,,Phone Call: Landline,9043
49894882,12/04/2013,Hilmar|Patterson,CA|CA,IRS,202,3910973,,Phone Call: Landline,9043
49895050,12/04/2013,Cauldwell|Cauldwell,ID|ID,IRS / Internal Affairs,347,6710323,,,9043
49895111,12/04/2013,Mobile,AL,IRS,979,8717189,,,9043
49895193,12/04/2013,Centerville,UT,IRS,585,2058208,,Phone,9043
49895339,12/04/2013,Norcross,GA,IRS,415,6917195,,Phone Call: Landline,9043
49901957,12/05/2013,District Heights,MD,IRS,530,3776497,,Phone Call: Landline,9043
49901972,12/05/2013,Brooklyn,NY,IRS,,,,Phone Call: Landline,9043
49901992,12/05/2013,Fort Myers Beach,FL,IRS,716,2063218,,Phone Call: Landline,9043
49902051,12/05/2013,Brooklyn|Brooklyn,NY|NY,IRS,202,8009967,,Phone Call: Landline,9043
49902091,12/05/2013,Chuckey|Greenville,TN|TN,IRS|Federal Reserve Bank,509|,6719227|,|,Phone Call: Landline,9043
49902264,12/05/2013,Dadeville,AL,IRS,415,6917195,,Phone Call: Landline,9043
49902275,12/05/2013,Barnegat,NJ,IRS,530,3776497,,Phone Call: Landline,9043
49902291,12/05/2013,Nottingham,NH,IRS|FBI|FTC|Unknown,702|202|206|877,5610734|4702938|4972562|5341155,|||,Phone Call: Landline,9043
49902317,12/05/2013,Houston,TX,IRS,202,6575393,,Phone Call: Mobile/Cell,9043
49902326,12/05/2013,Franklin Park,NJ,IRS,202,8009967,,Phone Call: Landline,9043
49902352,12/05/2013,,,IRS,530,3776497,,Phone Call: Landline,9043
49902523,12/05/2013,Lumberton,TX,IRS,415,8431151,,Phone,9043
49902618,12/05/2013,Plainville,MA,Claimed to be from the IRS,202,2040482,,Phone Call: Landline,9043
49902663,12/05/2013,,,IRS,585,4660174,,,9043
49902725,12/05/2013,Culloden,WV,IRS,585,2058208,,Phone Call: Mobile/Cell,9043
49916342,12/05/2013,Skillman,NJ,IRS,716,7957026,,Phone Call: Landline,9043
49916698,12/05/2013,Amarillo,TX,IRS,347,5597963,,Phone Call: Landline,9043
49916807,12/05/2013,Grosse Pointe,MI,IRS,,,,Phone Call: Mobile/Cell,9043
49916859,12/05/2013,San Diego,CA,IRS (Scam),585,4660174,,,9043
49917189,12/05/2013,Phildelphia,PA,IRS,646,7132945,,Phone Call: Landline,9043
49922025,12/05/2013,Ventura,CA,IRS (Posing as),530,3802641,,Phone Call: Landline,9043
49922081,12/05/2013,Erie,PA,IRS,530,3776498,,Phone Call: Landline,9043
49922195,12/05/2013,Longwood,FL,IRS Litigations,202,3083558,,Phone Call: Landline,9043
49922291,12/05/2013,Denver,CO,IRS,716,7919074,,Phone,9043
49922407,12/05/2013,Rochester,WA,IRS,415,4848569,,Phone,9043
49922524,12/05/2013,Aurora,IL,IRS-Crime and Investigation Department,917,7240604,,Phone Call: Landline,9043
49922646,12/06/2013,,,IRS,415,6917195,,Phone Call: Landline,9043
49922654,12/06/2013,Jacksonville,FL,IRS,800,2020001,,Phone Call: Mobile/Cell,9043
49922711,12/06/2013,Phoenix,,IRS,530,3348169,,Phone,9043
49922748,12/06/2013,Bradenton,FL,IRS,415,4848569,,Phone Call: Landline,9043
49922760,12/06/2013,New Albany,IN,IRS,,0010000,,Phone Call: Landline,9043
49922773,12/06/2013,,NJ,IRS PHONE SCAM,530,3776497,,Phone Call: Landline,9043
49922847,12/06/2013,Austin,TX,IRS,347,9267026,,Phone Call: Landline,9043
49922930,12/06/2013,Frankton,IN,IRS,530,3776497,,Phone,9043
49922990,12/06/2013,Melrose,FL,IRS,716,9805039,,Phone Call: Landline,9043
49923002,12/06/2013,Vandalia,OH,IRS|Heather Smith,|,|,|,Phone Call: Mobile/Cell,9043
49926431,12/05/2013,Annapolis,MD,Internal Revenue Service ,415,4848569,,Phone Call: Landline,9043
