 Reference Number,  Created Date,"Consumer Address, City","Consumer Address, State Code",Company Name,"Company Phone, Area Code","Company Phone, Number",Complaint Info Initial Contact Method,Complaint Info Product Service Code
53616477,05/19/2014,Savannah,GA,IRS,516,5157848,Phone,9043
53616501,05/19/2014,Gainsville,VA,IRS,202,2411375,Phone Call: Landline,9043
53616504,05/19/2014,O'Fallon,IL,IRS,202,2419142,Phone Call: Landline,9043
53616514,05/19/2014,Great Falls,VA,IRS,202,5069142,Phone Call: Landline,9043
53616545,05/19/2014,Lake in the Hills|,IL|,IRS,213,6039087,Phone Call: Mobile/Cell,9043
53616595,05/19/2014,salisbury center,NY,irs,,,Phone Call: Mobile/Cell,9043
53616603,05/19/2014,Las Vegas,,IRS,202,5068435,Phone Call: Landline,9043
53616606,05/19/2014,Sugarland,TX,IRS,202,8641169,Phone Call: Landline,9043
53616614,05/19/2014,Dearbourne,MI,IRS,202,3243000,Phone Call: Landline,9043
53616617,05/19/2014,Fox Lake,IL,IRS,866,9787739,Phone Call: Landline,9043
53616646,05/19/2014,Toledo,OH,IRS,202,5068432,Phone Call: Landline,9043
53616652,05/19/2014,West Palm Beach,FL,IRS,800,7671833,Phone,9043
53616680,05/19/2014,Leicester,NC,IRS,202,8641165,Phone,9043
53616703,05/19/2014,San Jose,CA,IRS,202,5172977,Phone Call: Landline,9043
53616733,05/19/2014,,OH,Internal Revenue Service,202,5069194,,9043
53630665,05/17/2014,Alexandria,VA,IRS Telephone Scam,202,2414918,Phone Call: Landline,9043
53630679,05/17/2014,Centerville,TN,Claims to be IRS,,,Phone Call: Landline,9043
53630683,05/17/2014,,MI,"Internal Revenue Service (claimed, believe this is fraud)",979,7055130,Phone Call: Landline,9043
53630744,05/17/2014,Lynnwood,WA,IRS Telephone Scam,202,5068435,Phone Call: Landline,9043
53630758,05/17/2014,Riverside,CA,The tax crime investigation unit of the IRS,202,2414886,,9043
53630846,05/17/2014,Alpine,UT,IRS,585,6331792,Phone Call: Landline,9043
53630883,05/18/2014,Park Ridge ,IL,IRS,,,Phone Call: Landline,9043
53630988,05/18/2014,,NY,IRS,202,2411977,Phone Call: Landline,9043
53631223,05/19/2014,Pitcairn,PA,IRS,585,4446953,Phone Call: Landline,9043
53631302,05/19/2014,Twin Falls,ID,IRS,202,2414918,Phone Call: Mobile/Cell,9043
53631303,05/19/2014,Temple,TX,IRS,888,8557239,Phone Call: Landline,9043
53631344,05/19/2014,Somerville|Lowell,MA|MA,IRS,202,8641173,Phone,9043
53631457,05/19/2014,El Paso|El Paso,TX|,IRS,202,5068435,Phone Call: Landline,9043
53631464,05/19/2014,Suwanee,GA,"""IRS""",202,8641213,Phone Call: Landline,9043
53631480,05/19/2014,Littleton,CO,IRS Agent,888,5080107,Phone,9043
53631485,05/19/2014,Houston,TX,IRS,202,8641212,Phone Call: Landline,9043
53631559,05/19/2014,,GA,IRS,202,2414918,Phone Call: Landline,9043
53631581,05/19/2014,Roanoke,VA,Internal Revenue Service ,202,2413122,Phone Call: Landline,9043
53632388,05/19/2014,,TX,IRS,585,6331814,Phone Call: Mobile/Cell,9043
53632505,05/19/2014,Austin,TX,IRS,888,2254660,Phone Call: Landline,9043
53632507,05/19/2014,|Chicago,IL|IL,IRS,415,2519150,Phone Call: Landline,9043
53632523,05/19/2014,Hammond,IN,IRS,202,2807675,Phone Call: Landline,9043
53632536,05/19/2014,Honolulu,HI,IRS,,,Internet/E-mail,9043
53632575,05/19/2014,Marietta,GA,IRS,202,5068435,Phone,9043
53632595,05/19/2014,,,Internal Revenue Service,202,2390668,Phone Call: Landline,9043
53632630,05/19/2014,Scottsdale,AZ,IRS,202,2419142,Phone,9043
53632646,05/19/2014,Alameda,CA,IRS,415,2511037,Phone Call: Landline,9043
53632661,05/19/2014,San Francisco,CA,IRS,585,6300181,Phone,9043
53632676,05/19/2014,Valrico,FL,IRS,202,2411366,Phone Call: Landline,9043
53632708,05/19/2014,Odenton,MD,IRS,888,5087967,Phone Call: Landline,9043
53632731,05/19/2014,Bronx,NY,IRS,,,Phone Call: Landline,9043
53632738,05/19/2014,Houston,TX,IRS CRIMINAL INVESTIGATION UNIT,817,4004063,Phone Call: Landline,9043
53632779,05/19/2014,Hallandale Beach|Hallandale Beach,FL|FL,IRS,202,2418148,Phone,9043
53632794,05/19/2014,,,IRS,415,2519150,Phone Call: Landline,9043
53632856,05/19/2014,Hudson|Hudson,FL|FL,IRS,202,5069461,Phone Call: Landline,9043
53632868,05/19/2014,|Woodland Hills,|CA,IRS,888,8517365,Phone,9043
53632956,05/19/2014,Boston,MA,IRS,888,9098081,Phone Call: Landline,9043
53632999,05/19/2014,Oak Park,IL,IRS,202,5069224,Phone Call: Landline,9043
53633014,05/19/2014,Everett,WA,IRS,202,2396380,Phone Call: Mobile/Cell,9043
53633031,05/19/2014,Scottsdale,AZ,IRS,202,2412019,Phone Call: Landline,9043
53633071,05/19/2014,,,IRS,202,5068969,Phone Call: Mobile/Cell,9043
53633163,05/19/2014,Inglewood,CA,IRS,585,5686673,Phone Call: Landline,9043
53633178,05/19/2014,Sunnyvale,CA,IRS,888,8557258,,9043
53633182,05/19/2014,Modesto,CA,IRS|Homeland Security,202|,2418148|,Phone Call: Landline,9043
53633190,05/19/2014,,,IRS,585,6331814,Phone Call: Landline,9043
53633206,05/19/2014,Portsmouth,VA,IRS,888,9098081,Phone Call: Mobile/Cell,9043
53633219,05/19/2014,Houston,TX,IRS,877,7054245,Phone Call: Landline,9043
53633222,05/19/2014,,,IRS ,,,,9043
53633254,05/19/2014,Fremont,CA,IRS,202,2414918,Phone Call: Landline,9043
53633330,05/19/2014,Greer,SC,IRS,202,2397073,,9043
53640451,05/19/2014,Mt Pleasant,TN,IRS,585,4447056,Phone Call: Landline,9043
53640462,05/19/2014,Saint Charles,MO,IRS,202,2411435,Phone Call: Landline,9043
53640469,05/19/2014,Charlotte,NC,IRS,773,7478709,Phone Call: Landline,9043
53640510,05/19/2014,Woodbury,MN,IRS,202,2410617,Phone Call: Landline,9043
53640546,05/19/2014,Andover,MA,IRS,888,5080149,Phone Call: Landline,9043
53640609,05/19/2014,Windermere,FL,IRS,888,2254660,Phone Call: Landline,9043
53640611,05/19/2014,,,IRS,202,8641212,Phone Call: Mobile/Cell,9043
53640617,05/19/2014,Mount Ula,NC,IRS,202,2411435,Phone,9043
53640624,05/19/2014,Poughkeepsie,NY,IRS,516,5157671,Phone,9043
53640673,05/19/2014,Fayette,GA,IRS,202,5069319,Phone,9043
53640676,05/19/2014,Jamaica,NY,IRS,888,9098081,Phone Call: Landline,9043
53640712,05/19/2014,Clinton,SC,IRS,585,4447056,Phone Call: Landline,9043
53640722,05/19/2014,Adrian,MI,IRS,202,2419018,Phone,9043
53640759,05/19/2014,Miami,FL,IRS,,,Internet/E-mail,9043
53640762,05/19/2014,Gresham,OR,IRS,415,2518453,Phone Call: Landline,9043
53640797,05/19/2014,Vicksburg,MS,IRS Agent,347,5590378,Phone,9043
53640815,05/19/2014,Moseley,VA,IRS,202,2414918,Phone Call: Landline,9043
53640855,05/19/2014,Los Angles,CA,IRS Agent,202,2040480,Phone,9043
53640899,05/19/2014,Phoenix,AZ,IRS,713,3707960,Phone Call: Mobile/Cell,9043
53640923,05/19/2014,San Fransisco,CA,Tax Audit Department of IRS,716,8102551,Phone Call: Landline,9043
53640954,05/19/2014,Wauwatosa,WI,IRS,202,5069194,Phone Call: Landline,9043
53640991,05/19/2014,Germantown,MD,IRS,202,2411435,Phone Call: Mobile/Cell,9043
53641002,05/19/2014,Edmonds,WA,IRS,202,5808121,Phone,9043
53641029,05/19/2014,Espanola|Los Angeles,NM|CA,IRS,202,8641113,Phone Call: Landline,9043
53641036,05/19/2014,Pittsburgh,PA,IRS,415,2519150,Phone Call: Landline,9043
53641043,05/19/2014,Los Angeles,CA,IRS,844,3325130,Phone Call: Landline,9043
53641097,05/19/2014,Las Vegas,NV,IRS,202,2397034,Phone Call: Landline,9043
53641115,05/19/2014,Woodbury,VA,IRS,202,2418309,Phone Call: Landline,9043
53641118,05/19/2014,Alfred,ME,IRS,202,2411375,Phone,9043
53641135,05/19/2014,Gaithersburg,MD,Claim to be IRS,,,Phone Call: Landline,9043
53641152,05/19/2014,Verona,NJ,Internal Revenue Service,202,2410617,,9043
53641154,05/19/2014,Kissimmee,FL,Internal Revenue Service,202,2414918,,9043
53641180,05/19/2014,Queens Village,NY,IRS,844,3325130,Phone Call: Landline,9043
53641183,05/19/2014,San Dimas,CA,IRS Criminal Investigation Department,202,8641212,Phone,9043
53641197,05/19/2014,,,IRS,516,5157848,Phone Call: Mobile/Cell,9043
53641220,05/19/2014,Montvale,NJ,IRS Agent,202,2411375,Phone,9043
53641231,05/19/2014,,,IRS,904,4189689,Phone Call: Landline,9043
53641244,05/19/2014,,,IRS Telephone Scam,415,2514089,,9043
53641267,05/19/2014,Bakersfield,CA,Tax Crime - IRS,202,6299023,Phone Call: Landline,9043
53641270,05/19/2014,,,IRS,585,6331814,Phone Call: Mobile/Cell,9043
53641312,05/19/2014,Ramsey,NJ,IRS,415,2511037,Phone Call: Landline,9043
53641337,05/19/2014,Glendale,CA,IRS,415,2519150,Phone Call: Mobile/Cell,9043
53641366,05/19/2014,Deer Park,NY,IRS,718,8342000,Phone Call: Mobile/Cell,9043
53641378,05/19/2014,Jamaica|Jamaica,NY|NY,IRS,202,2410813,Phone Call: Landline,9043
53641409,05/19/2014,Parlin,NJ,IRS,202,5069319,Phone Call: Landline,9043
53641428,05/19/2014,North Chesterfield,VA,IRS,571,3358122,Phone Call: Landline,9043
53641441,05/19/2014,Gilbert,AZ,IRS,415,2519150,Phone Call: Landline,9043
53649503,05/19/2014,,,IRS,415,2511037,Phone Call: Landline,9043
53649517,05/19/2014,Indio,CA,IRS,888,5080038,Phone Call: Landline,9043
53649525,05/19/2014,Elgin,TX,IRS,844,3325130,,9043
53649554,05/19/2014,|,NH|NH,IRS,585,4447056,Phone Call: Landline,9043
53649561,05/19/2014,Sheboygan,WI,IRS,202,5068453,Phone Call: Landline,9043
53649592,05/19/2014,,GA,IRS Telephone Scam,415,2519150,Phone Call: Mobile/Cell,9043
53649644,05/19/2014,,,IRS,585,6331792,Phone Call: Landline,9043
53649677,05/19/2014,,,Internal Revenue Service,206,4144646,Phone Call: Mobile/Cell,9043
53649766,05/20/2014,Tuckahoe,NY,IRS,202,2397104,Phone Call: Mobile/Cell,9043
53649826,05/20/2014,Oakland,FL,irs,202,5069194,Phone Call: Landline,9043
53649874,05/20/2014,,CA,IRS,,,,9043
53649876,05/20/2014,Ellicot City,MD,IRS,888,5087967,Phone Call: Landline,9043
53649890,05/20/2014,Spotsylvania,VA,IRS,202,5069194,Phone Call: Landline,9043
53650005,05/20/2014,Longmeadow,MA,IRS,203,2395657,Phone Call: Landline,9043
53650015,05/20/2014,Roxie,MS,IRS,202,4590997,Phone Call: Landline,9043
53650026,05/20/2014,Shelby Township,MI,IRS,202,2419802,Phone Call: Landline,9043
53650029,05/20/2014,Fresh Meadows,NY,IRS,202,8641218,Phone,9043
53650152,05/20/2014,Richardson,TX,IRS,202,2390668,,9043
53650156,05/20/2014,,TX,IRS,202,5069319,Phone Call: Landline,9043
53650181,05/20/2014,Wendell,NC,Internal Revenue Service,415,2511037,Phone Call: Landline,9043
53650205,05/20/2014,,,IRS,585,4447056,Phone Call: Landline,9043
53650234,05/20/2014,Yelm|Yelm,WA|WA,IRS,571,3358122,Phone Call: Landline,9043
53650240,05/20/2014,Omaha,NE,IRS,202,2413122,Phone Call: Landline,9043
53650245,05/20/2014,Denver,CO,IRS,585,4447056,Phone Call: Landline,9043
53650266,05/20/2014,San Bernindo|San Bernindo,CA|CA,IRS,213,9956915,Phone Call: Landline,9043
53650292,05/20/2014,Lake Worth,FL,IRS,585,4447056,Phone,9043
53650299,05/20/2014,,CA,IRS,202,2411435,Phone Call: Landline,9043
53650320,05/20/2014,,,claimed to be the IRS,202,2411435,Phone Call: Landline,9043
53650323,05/20/2014,Beverly Hills,CA,IRS,866,9787507,Phone Call: Landline,9043
53650342,05/20/2014,,,IRS revenue services,,,,9043
53650404,05/20/2014,,,IRS,585,4446953,,9043
53650489,05/20/2014,Idaho Falls,ID,IRS,585,6331814,Phone Call: Landline,9043
53650497,05/20/2014,,,tax crime investigation unit of IRS,,,Phone Call: Mobile/Cell,9043
53654751,05/19/2014,Snohomish,WA,IRS,888,5080038,Phone,9043
53654792,05/19/2014,Gulfport,MS,IRS,888,8557249,Phone,9043
53654885,05/19/2014,Rockwall,TX,IRS,008,0229424,Phone Call: Landline,9043
53654889,05/19/2014,|Memphis,|TN,IRS,914,3649546,Phone Call: Landline,9043
53654932,05/19/2014,Walnut,CA,IRS,888,8557258,Phone,9043
53654938,05/19/2014,Wind Lake,WI,The IRS Office of the US Lottery Department,800,2970595,Phone Call: Landline,9043
53654960,05/19/2014,Anderson,SC,IRS,202,2392418,Phone Call: Landline,9043
53654994,05/19/2014,Peoria,AZ,IRS,202,2414886,Phone Call: Landline,9043
53655005,05/19/2014,West Lafayette,IN,IRS Phone Scam,,,,9043
53655025,05/19/2014,Hot Springs,AR,IRS collection unit,786,3989367,Phone Call: Mobile/Cell,9043
53655035,05/19/2014,Henderson,NV,IRS,888,5080038,Phone Call: Landline,9043
53655050,05/19/2014,San Antonio,TX,IRS,773,4427512,Phone Call: Landline,9043
53655064,05/19/2014,,,IRS supposedly,,,Mobile: Text/Email/IM,9043
53655083,05/19/2014,Milpitas,CA,Claimed to be the IRS,202,5069194,Phone Call: Mobile/Cell,9043
53655282,05/19/2014,Bealeton,VA,IRS Agent,888,5080038,Phone Call: Landline,9043
53655284,05/19/2014,,,Irs,,,,9043
53655349,05/19/2014,,NE,IRS,202,2410806,Phone Call: Landline,9043
53655368,05/20/2014,,,IRS SCAM,202,2411366,Phone Call: Landline,9043
53655390,05/20/2014,San Leandro,CA,Tax Crime Investigation Unit of IRS,202,2414886,Phone Call: Landline,9043
53655451,05/20/2014,,,IRS,585,4447056,Phone Call: Landline,9043
53655488,05/20/2014,Parker|Parker,CO|CO,IRS,888,5087967,Phone Call: Landline,9043
53655495,05/20/2014,Lebanon,PA,IRS,202,2413690,Phone,9043
53655595,05/20/2014,Golden,CO,IRS,202,5069225,Phone Call: Landline,9043
53655596,05/20/2014,Canyonsburg,PA,IRS,202,5069319,Phone Call: Landline,9043
53655632,05/20/2014,Orland Park,IL,IRS,202,2416439,Phone,9043
53655668,05/20/2014,|Grand Rapids,|MI,IRS,347,5590378,Phone Call: Landline,9043
53662688,05/20/2014,Houston,TX,IRS,,,Phone Call: Mobile/Cell,9043
53662694,05/20/2014,Fallsbrook,CA,IRS,888,9098081,Phone Call: Landline,9043
53662702,05/20/2014,Washington,DC,IRS,202,5069194,Phone Call: Landline,9043
53662706,05/20/2014,,,IRS,202,6299023,Phone,9043
53662760,05/20/2014,Rego Park,NY,IRS,888,6504784,Phone Call: Mobile/Cell,9043
53662793,05/20/2014,Lake Jackson,TX,IRS,877,9683413,Phone,9043
53662816,05/20/2014,,OK,IRS,202,5068435,Phone Call: Landline,9043
53662869,05/20/2014,Prospect Heights,IL,IRS,888,5280016,Phone,9043
53662917,05/20/2014,Mesa,AZ,IRS,202,5069194,Phone Call: Landline,9043
53662930,05/20/2014,Corydon,IN,IRS,567,2614049,Phone Call: Mobile/Cell,9043
53662977,05/20/2014,National City,CA,IRS,567,2614049,Phone Call: Mobile/Cell,9043
53662984,05/20/2014,Great Fall,VA,IRS,888,5080149,Phone Call: Landline,9043
53663007,05/20/2014,Farmington Hills,MI,IRS,202,2411977,Phone Call: Landline,9043
53663019,05/20/2014,Aurora,CO,IRS,,,Phone Call: Landline,9043
53663033,05/20/2014,,,Internal Revenue Service,888,6506799,Phone Call: Landline,9043
53663036,05/20/2014,Statesville,NC,IRS,310,7424166,Phone,9043
53663049,05/20/2014,Kileen,TX,IRS,909,2599832,Phone,9043
53663059,05/20/2014,Pearland,TX,IRS Telephone Scam,202,5999573,Phone Call: Mobile/Cell,9043
53663071,05/20/2014,Peoria,AZ,IRS,202,5069224,Phone Call: Landline,9043
53663085,05/20/2014,Sterling Heights|,MI|,IRS,202,8083654,Phone Call: Landline,9043
53663097,05/20/2014,Tinnath,CO,IRS,716,2063218,Phone Call: Mobile/Cell,9043
53663142,05/20/2014,Atlanta,GA,IRS,202,8641218,Phone Call: Landline,9043
53663179,05/20/2014,,,Internal Revenue Service,415,2519150,Phone Call: Landline,9043
53663246,05/20/2014,Novato,CA,IRS,202,5068432,Phone Call: Landline,9043
53663297,05/20/2014,Chantilly,VA,IRS,202,5069340,Phone Call: Landline,9043
53663307,05/20/2014,Atlanta,GA,IRS Telephone Scam,,,Phone Call: Landline,9043
53663318,05/20/2014,,,Investigative Unit of the IRS,202,2410806,Phone Call: Landline,9043
53663366,05/20/2014,Green Bay,WI,IRS,516,5157848,Phone Call: Mobile/Cell,9043
53663384,05/20/2014,Mount Vernon,NY,IRS,202,2410806,Phone Call: Landline,9043
53663405,05/20/2014,Houston,TX,IRS,202,5068435,Phone Call: Landline,9043
53663441,05/20/2014,Victoria,TX,IRS,716,2108026,Phone Call: Landline,9043
53663479,05/20/2014,,,Claimed to be Internal Revenue Service,786,3989367,Phone Call: Landline,9043
53663484,05/20/2014,Los Angeles,CA,IRS Disrict Office,202,2413690,Phone Call: Landline,9043
53663540,05/20/2014,,NY,Internal revenue service scam,,,Phone Call: Landline,9043
53665422,05/20/2014,Novato,CA,IRS Crime Unit,202,2414886,Phone Call: Landline,9043
53665424,05/20/2014,Ely,NV,IRS,202,2411375,Phone Call: Landline,9043
53665458,05/20/2014,Bronx,NY,IRS,202,2411299,Phone Call: Landline,9043
53665506,05/20/2014,Carlsbad,CA,IRS|Verizon,202|,4410802|,Phone,9043
53665531,05/20/2014,St.Louis,MO,IRS,585,6331792,Phone Call: Landline,9043
53665542,05/20/2014,Chicago|Chicago,IL|IL,IRS Criminal Unit,,,Phone,9043
53665551,05/20/2014,Alabaster,AL,IRS,202,5068501,Phone Call: Landline,9043
53665563,05/20/2014,Hammond,IN,IRS,844,2980231,Phone Call: Mobile/Cell,9043
53665577,05/20/2014,Derry,NH,IRS,202,8641218,Phone Call: Landline,9043
53665612,05/20/2014,,,IRS,202,5069461,Phone Call: Landline,9043
53665622,05/20/2014,Jefferson Hills,PA,IRS,202,2413690,Phone Call: Landline,9043
53665682,05/20/2014,High Point,NC,IRS,202,5068435,Phone Call: Mobile/Cell,9043
53665690,05/20/2014,St Petersburg,FL,Department of IRS,888,9098081,Phone Call: Landline,9043
53665717,05/20/2014,Austin,TX,IRS Agent,202,5069225,Phone,9043
53665728,05/20/2014,Paris,TN,IRS,202,4567890,Phone Call: Mobile/Cell,9043
53665729,05/20/2014,Marrifield,VA,IRS Audit Department,888,8557251,Phone,9043
53665754,05/20/2014,New York,NY,IRS,202,4590997,Phone Call: Landline,9043
53665766,05/20/2014,Johnson City,TN,IRS,585,6331814,Phone Call: Landline,9043
53665891,05/20/2014,Hollywood|Hollywood,FL|FL,IRS,516,5157848,Phone Call: Mobile/Cell,9043
53665921,05/20/2014,The Colony|The Colony,TX|TX,IRS Dept of Treasury,202,2392398,Phone Call: Landline,9043
53665932,05/20/2014,Monroe,NJ,IRS,585,6331814,Phone Call: Landline,9043
53665934,05/20/2014,,,IRS,585,5686673,Phone Call: Mobile/Cell,9043
53665938,05/20/2014,Duluth,MN,IRS,202,5069319,Phone,9043
53665946,05/20/2014,San Francisco,CA,says he is from IRS,,,,9043
53665963,05/20/2014,Charlotte,NC,IRS,202,2412004,Phone Call: Landline,9043
53665979,05/20/2014,Berkeley,CA,Internal Revenue Service,415,2519150,Phone Call: Landline,9043
53666003,05/20/2014,West Covina,CA,IRS,202,6299023,Phone Call: Mobile/Cell,9043
53666088,05/20/2014,Rocklin|Rocklin,CA|,IRS,800,8291040,Phone Call: Landline,9043
53666106,05/20/2014,San Diego,CA,IRS,202,5069225,Phone Call: Landline,9043
53666111,05/20/2014,|,|,IRS Agent,202,2411977,Phone,9043
53666140,05/20/2014,Fresh Meadows|Baldwin,NY|NY,IRS,888,6401498,Phone,9043
53666147,05/20/2014,Philadelphia,PA,IRS,202,5343935,Phone Call: Landline,9043
53666151,05/20/2014,Newark,CA,IRS,202,8641213,Phone Call: Landline,9043
53666165,05/20/2014,Naperville,IL,IRS,202,6290965,Phone,9043
53666169,05/20/2014,Mill Valley,CA,IRS,202,6299023,Phone Call: Mobile/Cell,9043
53666219,05/20/2014,Redding,PA,IRS,786,3989367,Phone,9043
53666229,05/20/2014,Reston,VA,IRS,888,5080149,Phone Call: Landline,9043
53679020,05/20/2014,,,IRS|Another IRS,888|202,8557249|2411375,Phone Call: Landline,9043
53679026,05/20/2014,Piscataway,NJ,IRS,,,Phone Call: Mobile/Cell,9043
53679035,05/20/2014,Seattle,WA,IRS,,,,9043
53679045,05/21/2014,,,"""Internal Revenue Service""",213,6039088,Phone Call: Mobile/Cell,9043
53679066,05/21/2014,Bowie,MD,IRS,585,5686673,Phone Call: Landline,9043
53679122,05/21/2014,,MA,IRS,716,2612185,Phone Call: Landline,9043
53679163,05/21/2014,,MA,irs,585,6331792,,9043
53679175,05/21/2014,Baycity,MI,IRS,202,5069461,Phone,9043
53679177,05/21/2014,Beacon Forrest,CT,IRS,585,6331792,Phone Call: Landline,9043
53679218,05/21/2014,Coronado,CA,Internal Revenue Service,202,2412158,Phone Call: Landline,9043
53679229,05/21/2014,London,,IRS,202,2419018,Mobile: Text/Email/IM,9043
53679233,05/21/2014,,NC,IRS,202,2412158,,9043
53679270,05/21/2014,Cary|Cary,NC|NC,IRS,202,2390433,Phone Call: Landline,9043
53679277,05/21/2014,Alpharetta,GA,IRS,202,2412158,Phone Call: Landline,9043
53679289,05/21/2014,Omaha,NE,IRS ,,,Phone Call: Landline,9043
53679331,05/21/2014,,,IRS Telephone Scam,202,5068435,Phone Call: Mobile/Cell,9043
53679339,05/21/2014,Elkins,WV,IRS,202,5069319,Phone,9043
53679349,05/21/2014,Staten Island,NY,IRS,844,3325130,Phone,9043
53679350,05/21/2014,Lexington,KY,IRS,202,2413690,Phone Call: Landline,9043
53679353,05/21/2014,,AZ,IRS,202,2410806,Phone Call: Landline,9043
53679364,05/21/2014,Oakland,CA,IRS,202,2410806,Phone Call: Landline,9043
53679374,05/21/2014,Macomb,MI,IRS,202,2413690,,9043
53679423,05/21/2014,Greeley,CO,IRS,202,2390567,Phone Call: Landline,9043
53679448,05/21/2014,,,IRS,,,,9043
53679450,05/21/2014,Piscataway,NJ,IRS,202,2392603,Phone Call: Landline,9043
53679461,05/21/2014,Akron,OH,IRS,202,2413690,Phone Call: Landline,9043
53679488,05/21/2014,Westfield,NJ,IRS,415,2512995,Phone Call: Landline,9043
53679514,05/21/2014,Williams,AZ,IRS,202,2410806,Phone,9043
53679530,05/21/2014,,,IRS,202,5068501,Phone Call: Landline,9043
53679532,05/21/2014,Minneapolis,MN,IRS,202,5069142,Phone Call: Landline,9043
53679552,05/21/2014,Bakersfield,CA,irs,585,5686673,Mobile: Text/Email/IM,9043
53679652,05/21/2014,Bremerton,WA,IRS,202,5069142,Phone Call: Landline,9043
53679723,05/21/2014,Arlington,VA,IRS,888,6504771,Phone Call: Mobile/Cell,9043
53679754,05/21/2014,Alpharetta,GA,IRS,202,5068501,Phone Call: Landline,9043
53679760,05/21/2014,Olympia,WA,IRS,202,2410806,Phone Call: Landline,9043
53679770,05/21/2014,Sacramento,CA,IRS,585,4447057,Phone Call: Landline,9043
53679795,05/21/2014,Levittown,PA,IRS,888,8557251,Phone Call: Landline,9043
53679809,05/21/2014,Cedar Rapids,IA,IRS,315,6333683,Phone Call: Landline,9043
53679820,05/21/2014,Inver Grove Heights|,MN|,IRS,202,5069225,Phone Call: Landline,9043
53679867,05/21/2014,Washington,DC,IRS  [not really],716,2063218,Phone Call: Landline,9043
53679872,05/21/2014,Bronx,NY,IRS,844,3325130,Phone Call: Landline,9043
53679878,05/21/2014,Wellington,FL,US Treasury/IRS,213,6039088,Phone Call: Mobile/Cell,9043
53679899,05/21/2014,West Mister,CO,IRS,585,4446953,Phone Call: Landline,9043
53679925,05/21/2014,Ogoura Hills,CA,IRS,888,6401498,Phone Call: Landline,9043
53679946,05/21/2014,Shelby Township,MI,IRS,,,Phone Call: Landline,9043
53680001,05/21/2014,Longmont,CO,IRS,415,2514098,Phone,9043
53681000,05/20/2014,Selmer,TN,IRS,202,4517830,Phone Call: Landline,9043
53681002,05/20/2014,Hercules,CA,IRS Telephone Scam,202,5068501,Phone Call: Landline,9043
53681021,05/20/2014,Dona Ana|Dona Ana,NM|NM,IRS,415,2511037,Phone Call: Landline,9043
53681022,05/20/2014,Apopka,FL,IRS,206,4364856,Phone,9043
53681027,05/20/2014,Ogden,UT,IRS,202,5069319,Phone Call: Landline,9043
53681048,05/20/2014,Austin,TX,IRS,202,2390710,Phone Call: Landline,9043
53681050,05/20/2014,Rockville,MD,IRS,202,2419018,Phone Call: Mobile/Cell,9043
53681062,05/20/2014,Lonwood,FL,IRS,888,8557239,Phone Call: Landline,9043
53681072,05/20/2014,Elmhurst,IL,IRS,888,5080149,Phone,9043
53681093,05/20/2014,New York,NY,IRS,904,4189689,Phone Call: Mobile/Cell,9043
53681117,05/20/2014,New York,NY,IRS,202,4590997,Phone Call: Landline,9043
53681206,05/20/2014,Quincy,MA,IRS,202,5068432,Phone Call: Landline,9043
53681208,05/20/2014,E Hills|New York,NY|NY,IRS,888,8557239,Phone,9043
53681235,05/20/2014,,MA,IRS,,,Phone Call: Landline,9043
53681292,05/20/2014,Oakland|Oakland,CA|CA,IRS,203,2412143,Phone Call: Landline,9043
53681293,05/20/2014,Charlotte,NC,IRS,202,2395657,Phone Call: Landline,9043
53681320,05/20/2014,Missoula,MT,IRS Agent,415,2519150,Phone Call: Landline,9043
53681369,05/20/2014,,,IRS,202,2414908,Phone Call: Landline,9043
53681370,05/20/2014,WILDOMAR|WILDOMAR,CA|CA,IRS,888,9098081,Phone Call: Landline,9043
53681390,05/20/2014,Cedar Rapids,IA,with irs,415,2511037,Phone Call: Landline,9043
53681443,05/20/2014,Tallahassee,FL,IRS,585,4446953,Phone Call: Mobile/Cell,9043
53681468,05/20/2014,Rancho Palos Verdes,CA,IRS,585,4446953,Phone Call: Mobile/Cell,9043
53681492,05/20/2014,Honolulu,HI,IRS,414,2519150,Phone Call: Landline,9043
53681503,05/20/2014,Nutley,NJ,IRS,202,2230880,Phone Call: Landline,9043
53681510,05/20/2014,Encino,CA,IRS,888,8557258,Phone,9043
53681518,05/20/2014,,CA,IRS,844,3325130,Phone Call: Landline,9043
53681545,05/20/2014,Charlotte|Charlotte,NC|NC,IRS,202,2397073,Phone Call: Mobile/Cell,9043
53681550,05/20/2014,Encino,CA,IRS,888,8517365,Phone Call: Landline,9043
53681658,05/20/2014,Suffolk,VA,IRS legal dept,213,6039089,Phone Call: Mobile/Cell,9043
53681686,05/20/2014,,WV,IRS,888,2254660,Phone Call: Landline,9043
53681752,05/21/2014,Scappoose,OR,IRS,,,Phone Call: Mobile/Cell,9043
53681760,05/21/2014,Las Vegas,NV,Internal Revenue Service,202,2412158,Phone Call: Landline,9043
53681853,05/21/2014,Dumfries,VA,IRS,202,8083662,Phone Call: Mobile/Cell,9043
53681890,05/21/2014,Martinsville,NJ,IRS Tax Crime Unit Scam,917,3002725,Phone Call: Mobile/Cell,9043
53681918,05/21/2014,Lincoln,NE,IRS,,,,9043
53694342,05/21/2014,Brooklyn,NY,IRS,202,2411375,Phone Call: Landline,9043
53694353,05/21/2014,Bentonville,AR,IRS,202,8641218,Phone,9043
53694401,05/21/2014,Longmont,CO,IRS,646,3961404,,9043
